component_name,component_link,AMP_Molex_4pin_Connectors,ATX_4pin_Connectors,Color,EPS_8pin_Connectors,Efficiency_Rating,Fanless,Inferred_,Length,Manufacturer,Modular,PCIe_12pin_Connectors,PCIe_16pin_12VHPWR_12V2x6_Connectors,PCIe_62pin_Connectors,PCIe_6pin_Connectors,PCIe_8pin_Connectors,Part_#_#,SATA_Connectors,Type,Wattage,
,https://pcpartpicker.com/product/qWWzK8/silverstone-hela-1200r-1200-w-80-platinum-certified-fully-modular-atx-power-supply-sst-ha1200r-pm,3,0,Black,2,80+ Platinum,No,,150 mm,Silverstone,Full,0,1,6,0,0,SST-HA1200R-PM; SST-AX1200MCPT-A,12,ATX,1200 W,,HELA 1200R
,https://pcpartpicker.com/product/GQX2FT/evga-450-bt-450-w-80-bronze-certified-atx-power-supply-100-bt-0450-k1,3,0,,1,80+ Bronze,No,,142 mm,EVGA,No,0,0,2,0,0,100-BT-0450-K1; 100-BT-0450-K2; 100-BT-0450-K3,4,ATX,450 W,,450 BT,"+3.3V@18A, +5V@18A, +12V@35A, +5Vsb@2.5A, -12V@0.3A"
,https://pcpartpicker.com/product/bGJp99/corsair-rm750x-shift-750-w-80-gold-certified-fully-modular-side-interface-atx-power-supply-cp-9020251-na,4,0,Black,2,80+ Gold,No,,160 mm,Corsair,Full / Side,0,1,3,0,0,CP-9020251-NA; CP-9020251-UK; CP-9020251-EU; CP-9020251-AU,12,ATX,750 W,,RM750x SHIFT
,https://pcpartpicker.com/product/YRJp99/corsair-rm750e-2023-750-w-80-gold-certified-fully-modular-atx-power-supply-cp-9020262-na,4,0,Black,2,80+ Gold,No,,140 mm,Corsair,Full,0,1,3,0,0,CP-9020262-NA; CP-9020262-UK; CP-9020262-EU; CP-9020262-AU,7,ATX,750 W,,RM750e (2023)
,No Link,,,,,,,,,,,,,,,,,,,,
,https://pcpartpicker.com/product/rt8H99/evga-750-gq-750-w-80-gold-certified-semi-modular-atx-power-supply-210-gq-0750,3,0,,2,80+ Gold,No,,165 mm,EVGA,Semi,0,0,6,0,0,210-GQ-0750; 210-GQ-0750-V1; 210-GQ-0750-V2; 210-GQ-0750-V3,9,ATX,750 W,,750 GQ
,https://pcpartpicker.com/product/vY4Zxr/corsair-rm850x-2024-850-w-fully-modular-atx-power-supply-cp-9020270-na,3,0,Black,2,,No,,160 mm,Corsair,Full,0,1,3,0,0,CP-9020270-NA; CP-9020270-EU; CP-9020270-AU; CP-9020270-UK,8,ATX,850 W,,RM850x (2024)
,https://pcpartpicker.com/product/XZsV3C/corsair-rm1000x-2024-1000-w-fully-modular-atx-power-supply-cp-9020271-na,6,0,Black,2,,No,,160 mm,Corsair,Full,0,1,4,0,0,CP-9020271-NA; CP-9020271-EU; CP-9020271-AU; CP-9020271-UK,12,ATX,1000 W,,RM1000x (2024)
,https://pcpartpicker.com/product/43JgXL/nzxt-c1000-2022-1000-w-80-gold-certified-fully-modular-atx-power-supply-pa-0g1bb-us,6,0,Black,2,80+ Gold,No,,150 mm,NZXT,Full,0,0,6,0,0,PA-0G1BB-US; PA-0G1BB-UK; PA-0G1BB-EU; PA-0G1BB-AU; PA-0G1BB-JP; PA-0G1BB-WO,6,ATX,1000 W,,C1000 (2022)
,https://pcpartpicker.com/product/XZsV3C/corsair-rm1000x-2024-1000-w-fully-modular-atx-power-supply-cp-9020271-na,6,0,Black,2,,No,,160 mm,Corsair,Full,0,1,4,0,0,CP-9020271-NA; CP-9020271-EU; CP-9020271-AU; CP-9020271-UK,12,ATX,1000 W,,RM1000x (2024)
,https://pcpartpicker.com/product/nQ4gXL/cooler-master-power-supply-rsa50sphad3,5,0,,2,80+ Gold,No,,177 mm,Cooler Master,Full,0,0,6,0,0,RS-A50-SPHA-D3,12,ATX,1050 W,,"+3.3V@22A, +5V@25A, +12V@82A, -12V@0.3A, +5VSB@3A, +7V@1.8A"
,https://pcpartpicker.com/product/fxGhP6/corsair-rm1000e-2023-1000-w-80-gold-certified-fully-modular-atx-power-supply-cp-9020264-na,4,0,Black,2,80+ Gold,No,,140 mm,Corsair,Full,0,1,6,0,0,CP-9020264-NA; CP-9020264-AU; CP-9020264-UK; CP-9020264-EU,7,ATX,1000 W,,RM1000e (2023)
,https://pcpartpicker.com/product/fxGhP6/corsair-rm1000e-2023-1000-w-80-gold-certified-fully-modular-atx-power-supply-cp-9020264-na,4,0,Black,2,80+ Gold,No,,140 mm,Corsair,Full,0,1,6,0,0,CP-9020264-NA; CP-9020264-AU; CP-9020264-UK; CP-9020264-EU,7,ATX,1000 W,,RM1000e (2023)
,https://pcpartpicker.com/product/4ZRwrH/corsair-rm850e-2023-850-w-80-gold-certified-fully-modular-atx-power-supply-cp-9020263-na,4,0,Black,2,80+ Gold,No,,140 mm,Corsair,Full,0,1,3,0,0,CP-9020263-NA; CP-9020263-EU; CP-9020263-UK; CP-9020263-AU,7,ATX,850 W,,RM850e (2023)
,https://pcpartpicker.com/product/fGgrxr/corsair-hx1200i-1200-w-80-platinum-certified-fully-modular-atx-power-supply-cp-9020281-na,8,0,Black,2,80+ Platinum,No,,200 mm,Corsair,Full,0,1,4,0,0,CP-9020281-NA; CP-9020281-AU; CP-9020281-UK; CP-9020281-WW; CP-9020281-EU,8,ATX,1200 W,,HX1200i
,https://pcpartpicker.com/product/YRJp99/corsair-rm750e-2023-750-w-80-gold-certified-fully-modular-atx-power-supply-cp-9020262-na,4,0,Black,2,80+ Gold,No,,140 mm,Corsair,Full,0,1,3,0,0,CP-9020262-NA; CP-9020262-UK; CP-9020262-EU; CP-9020262-AU,7,ATX,750 W,,RM750e (2023)
,https://pcpartpicker.com/product/TsTZxr/corsair-sf750-2024-750-w-80-platinum-certified-fully-modular-sfx-power-supply-cp-9020284,3,0,Black,2,80+ Platinum,No,,100 mm,Corsair,Full,0,1,2,0,0,CP-9020284; CP-9020284-UK; CP-9020284-AU; CP-9020284-NA; CP-9020284-EU,8,SFX,750 W,,SF750 (2024)
,No Link,,,,,,,,,,,,,,,,,,,,
,https://pcpartpicker.com/product/LMn9TW/corsair-rm1200x-shift-1200-w-80-gold-certified-fully-modular-side-interface-atx-power-supply-cp-9020254-na,8,0,Black,2,80+ Gold,No,,180 mm,Corsair,Full / Side,0,1,8,0,0,CP-9020254-NA; CP-9020254-UK; CP-9020254-AU; CP-9020254-EU,16,ATX,1200 W,,RM1200x SHIFT
,https://pcpartpicker.com/product/MfvZxr/evga-450-b1-450-w-80-bronze-certified-atx-power-supply-100-b1-0450-k1,3,0,,1,80+ Bronze,No,,140 mm,EVGA,No,0,0,2,0,0,100-B1-0450-K1; 100-B1-0450-K2; 100-B1-0450-K3,4,ATX,450 W,,450 B1
,https://pcpartpicker.com/product/YRJp99/corsair-rm750e-2023-750-w-80-gold-certified-fully-modular-atx-power-supply-cp-9020262-na,4,0,Black,2,80+ Gold,No,,140 mm,Corsair,Full,0,1,3,0,0,CP-9020262-NA; CP-9020262-UK; CP-9020262-EU; CP-9020262-AU,7,ATX,750 W,,RM750e (2023)
,https://pcpartpicker.com/product/JPMMnQ/corsair-rm750x-2024-750-w-fully-modular-atx-power-supply-cp-9020285-na,3,0,Black,2,,No,,160 mm,Corsair,Full,0,1,2,0,0,CP-9020285-NA; CP-9020285-UK; CP-9020285-AU; CP-9020285-EU,8,ATX,750 W,,RM750x (2024)
,No Link,,,,,,,,,,,,,,,,,,,,
,https://pcpartpicker.com/product/YRJp99/corsair-rm750e-2023-750-w-80-gold-certified-fully-modular-atx-power-supply-cp-9020262-na,,,,,,,,,,,,,,,,,,,,
,https://pcpartpicker.com/product/4ZRwrH/corsair-rm850e-2023-850-w-80-gold-certified-fully-modular-atx-power-supply-cp-9020263-na,,,,,,,,,,,,,,,,,,,,
,https://pcpartpicker.com/product/4ZRwrH/corsair-rm850e-2023-850-w-80-gold-certified-fully-modular-atx-power-supply-cp-9020263-na,,,,,,,,,,,,,,,,,,,,
,https://pcpartpicker.com/product/YRJp99/corsair-rm750e-2023-750-w-80-gold-certified-fully-modular-atx-power-supply-cp-9020262-na,,,,,,,,,,,,,,,,,,,,
,https://pcpartpicker.com/product/JkKKHx/corsair-cx750m-2021-750-w-80-bronze-certified-semi-modular-atx-power-supply-cp-9020222-na,,,,,,,,,,,,,,,,,,,,
,https://pcpartpicker.com/product/jWFXsY/seasonic-focus-plus-gold-850w-80-gold-certified-fully-modular-atx-power-supply-ssr-850fx,,,,,,,,,,,,,,,,,,,,
,https://pcpartpicker.com/product/GdwmP6/corsair-rm650-2023-650-w-80-gold-certified-fully-modular-atx-power-supply-cp-9020280-na,,,,,,,,,,,,,,,,,,,,
,https://pcpartpicker.com/product/4ZRwrH/corsair-rm850e-2023-850-w-80-gold-certified-fully-modular-atx-power-supply-cp-9020263-na,,,,,,,,,,,,,,,,,,,,
,https://pcpartpicker.com/product/8P7CmG/evga-500-bq-500-w-80-bronze-certified-semi-modular-atx-power-supply-110-bq-0500-k1,,,,,,,,,,,,,,,,,,,,
,https://pcpartpicker.com/product/8RvZxr/evga-650-bq-650-w-80-bronze-certified-semi-modular-atx-power-supply-110-bq-0650-v1,,,,,,,,,,,,,,,,,,,,
,https://pcpartpicker.com/product/GdwmP6/corsair-rm650-2023-650-w-80-gold-certified-fully-modular-atx-power-supply-cp-9020280-na,,,,,,,,,,,,,,,,,,,,
,https://pcpartpicker.com/product/Zj4NnQ/fsp-group-power-supply-pt1200fm,,,,,,,,,,,,,,,,,,,,
,https://pcpartpicker.com/product/YRJp99/corsair-rm750e-2023-750-w-80-gold-certified-fully-modular-atx-power-supply-cp-9020262-na,,,,,,,,,,,,,,,,,,,,
,https://pcpartpicker.com/product/YRJp99/corsair-rm750e-2023-750-w-80-gold-certified-fully-modular-atx-power-supply-cp-9020262-na,,,,,,,,,,,,,,,,,,,,
,https://pcpartpicker.com/product/zBbypg/corsair-rm850e-2025-850-w-fully-modular-atx-power-supply-cp-9020296-na,2,0,Black,2,,No,,140 mm,Corsair,Full,0,1,3,0,0,CP-9020296-NA; CP-9020296-AU; CP-9020296-UK; CP-9020296-EU,6,ATX,850 W,,RM850e (2025)
,https://pcpartpicker.com/product/LZMTwP/gigabyte-p-b-450-w-80-bronze-certified-atx-power-supply-gp-p450b,3,0,Black,1,80+ Bronze,No,,140 mm,Gigabyte,No,0,0,2,0,0,GP-P450B,6,ATX,450 W,,P450B
,https://pcpartpicker.com/product/6JFbt6/corsair-rm750e-2022-750-w-80-gold-certified-fully-modular-atx-power-supply-cp-9020248-na,4,0,Black,2,80+ Gold,No,,140 mm,Corsair,Full,0,0,3,0,0,CP-9020248-NA; CP-9020248-AU; CP-9020248-EU; CP-9020248-UK,7,ATX,750 W,,RM750e (2022)
,https://pcpartpicker.com/product/fFbRsY/corsair-hx1500i-2023-1500-w-80-platinum-certified-fully-modular-atx-power-supply-cp-9020261-na,8,0,Black,2,80+ Platinum,No,,180 mm,Corsair,Full,0,1,7,0,0,CP-9020261-NA; CP-9020261-UK; CP-9020261-WW; CP-9020261-EU; CP-9020261-JP; CP-9020261-AU,8,ATX,1500 W,,HX1500i (2023)
,https://pcpartpicker.com/product/BtrYcf/evga-650-b5-650-w-80-bronze-certified-fully-modular-atx-power-supply-220-b5-0650-v1,3,0,Black,1,80+ Bronze,No,,150 mm,EVGA,Full,0,0,3,0,0,220-B5-0650-V1,6,ATX,650 W,,650 B5
,https://pcpartpicker.com/product/fxGhP6/corsair-rm1000e-2023-1000-w-80-gold-certified-fully-modular-atx-power-supply-cp-9020264-na,4,0,Black,2,80+ Gold,No,,140 mm,Corsair,Full,0,1,6,0,0,CP-9020264-NA; CP-9020264-AU; CP-9020264-UK; CP-9020264-EU,7,ATX,1000 W,,RM1000e (2023)
,https://pcpartpicker.com/product/v6gzK8/cooler-master-mwe-gold-750-w-80-gold-certified-fully-modular-atx-power-supply-mpy-7501-afaag-us,6,0,Black,1,80+ Gold,No,,140 mm,Cooler Master,Full,0,0,4,0,0,MPY-7501-AFAAG-US,8,ATX,750 W,,MWE Gold 750
,https://pcpartpicker.com/product/Wbhj4D/thermaltake-smart-500-w-80-certified-atx-power-supply-ps-spd-0500npcwus-w,6,0,,1,80+,No,,140 mm,Thermaltake,No,0,0,2,0,0,PS-SPD-0500NPCWUS-W,5,ATX,500 W,,"+3.3V@20A, +5V@15A, +12V@35A, -12V@0.5A, +5VSB@2.5A"
,https://pcpartpicker.com/product/6NcG3C/corsair-rm750x-2021-750-w-80-gold-certified-fully-modular-atx-power-supply-cp-9020199-na,4,0,Black,2,80+ Gold,No,,160 mm,Corsair,Full,0,0,4,0,0,CP-9020199-NA; CP-9020199-UK; CP-9020199-EU; CP-9020199-AU,10,ATX,750 W,,RM750x (2021)
,https://pcpartpicker.com/product/8RvZxr/evga-650-bq-650-w-80-bronze-certified-semi-modular-atx-power-supply-110-bq-0650-v1,3,0,,1,80+ Bronze,No,,140 mm,EVGA,Semi,0,0,2,2,0,110-BQ-0650-V1; 110-BQ-0650-V2; 110-BQ-0650-V3,7,ATX,650 W,,650 BQ,"+3.3V@24A, +5V@20A, +12V@54A, +5Vsb@3A, -12V@0.3A"
,https://pcpartpicker.com/product/LYP8TW/asrock-steel-legend-sl-650g-650-w-80-gold-certified-fully-modular-atx-power-supply-sl-650g,3,0,Black,2,80+ Gold,No,,150 mm,ASRock,Full,0,0,2,0,0,SL-650G,6,ATX,650 W,,Steel Legend SL-650G
,https://pcpartpicker.com/product/jRvdnQ/corsair-rm1000x-2021-1000-w-80-gold-certified-fully-modular-atx-power-supply-cp-9020201-na,8,0,Black,3,80+ Gold,No,,180 mm,Corsair,Full,0,0,6,0,0,CP-9020201-NA; CP-9020201-UK; CP-9020201-EU; CP-9020201-AU,14,ATX,1000 W,,RM1000x (2021)
,https://pcpartpicker.com/product/jRvdnQ/corsair-rm1000x-2021-1000-w-80-gold-certified-fully-modular-atx-power-supply-cp-9020201-na,8,0,Black,3,80+ Gold,No,,180 mm,Corsair,Full,0,0,6,0,0,CP-9020201-NA; CP-9020201-UK; CP-9020201-EU; CP-9020201-AU,14,ATX,1000 W,,RM1000x (2021)
,https://pcpartpicker.com/product/XzQfrH/cooler-master-v550-gold-v2-550-w-80-gold-certified-fully-modular-atx-power-supply-mpy-550v-afbag,4,0,Black,2,80+ Gold,No,,160 mm,Cooler Master,Full,0,0,2,0,0,MPY-550V-AFBAG; MPY-550V-AFBAG-US; MPY-550V-AFBAG-IN; MPY-550V-AFBAG-EU; MPY-550V-AFBAG-AU; MPY-550V-AFBAG-WO; MPY-550V-AFBAG-KR; MPY-550V-AFBAG-JP; MPY-550V-AFBAG-UK,4,ATX,550 W,,V550 Gold V2
,https://pcpartpicker.com/product/XRmxFT/thermaltake-toughpower-grand-rgb-750w-80-gold-certified-fully-modular-atx-power-supply-ps-tpg-0750fpcgus-r,4,0,,1,80+ Gold,No,,160 mm,Thermaltake,Full,0,0,4,0,0,PS-TPG-0750FPCGUS-R,9,ATX,750 W,,"+3.3V@22A, +5V@22A, +12V@62.5A, -12V@0.3A, +5VSB@3A"
,https://pcpartpicker.com/product/26rRsY/corsair-rm850x-2021-850-w-80-gold-certified-fully-modular-atx-power-supply-cp-9020200-na,4,0,Black,3,80+ Gold,No,,160 mm,Corsair,Full,0,0,4,0,0,CP-9020200-NA; CP-9020200-UK; CP-9020200-EU; CP-9020200-AU,14,ATX,850 W,,RM850x (2021)
,https://pcpartpicker.com/product/HvTmP6/evga-430-w1-430-w-80-certified-atx-power-supply-100-w1-0430-kr,1,0,,1,80+,No,,139 mm,EVGA,No,0,0,1,0,0,100-W1-0430-KR; 100-W1-0430-K2; 100-W1-0430-K3,4,ATX,430 W,,430 W1
,https://pcpartpicker.com/product/qDLdnQ/nzxt-c850-2024-850-w-80-gold-certified-fully-modular-atx-power-supply-pa-8g2bb-us,4,0,Black,2,80+ Gold,No,,160 mm,NZXT,Full,0,1,3,0,0,PA-8G2BB-US; PA-8G2BB-AU; PA-8G2BB-EU; PA-8G2BB-UK,12,ATX,850 W,,C850 (2024)
,https://pcpartpicker.com/product/4ZRwrH/corsair-rm850e-2023-850-w-80-gold-certified-fully-modular-atx-power-supply-cp-9020263-na,4,0,Black,2,80+ Gold,No,,140 mm,Corsair,Full,0,1,3,0,0,CP-9020263-NA; CP-9020263-EU; CP-9020263-UK; CP-9020263-AU,7,ATX,850 W,,RM850e (2023)
,https://pcpartpicker.com/product/9KGbt6/corsair-rm850-850-w-80-gold-certified-fully-modular-atx-power-supply-cp-9020232-na,4,0,White / Black,3,80+ Gold,No,,160 mm,Corsair,Full,0,0,4,0,0,CP-9020232-NA; CP-9020232-UK; CP-9020232-AU,14,ATX,850 W,,RM850
,https://pcpartpicker.com/product/9KGbt6/corsair-rm850-850-w-80-gold-certified-fully-modular-atx-power-supply-cp-9020232-na,4,0,White / Black,3,80+ Gold,No,,160 mm,Corsair,Full,0,0,4,0,0,CP-9020232-NA; CP-9020232-UK; CP-9020232-AU,14,ATX,850 W,,RM850
,https://pcpartpicker.com/product/GMbRsY/corsair-sf1000l-1000-w-80-gold-certified-fully-modular-sfx-power-supply-cp-9020246-na,3,0,Black,2,80+ Gold,No,,130 mm,Corsair,Full,0,1,5,0,0,CP-9020246-NA; CP-9020246-WW; CP-9020246-AU; CP-9020246-UK; CP-9020246-EU,8,SFX,1000 W,,SF1000L
,https://pcpartpicker.com/product/cLTmP6/seasonic-power-supply-ss560kmactivepfcf3,5,0,,1,80+ Gold,No,,160 mm,SeaSonic,Full,0,0,2,0,0,SS-560KM Active PFC F3,8,ATX,560 W,,"+3.3V@25A, +5V@25A, +12V@46A, -12V@0.5A, +5Vsb@3A"
,https://pcpartpicker.com/product/nJrmP6/corsair-sf750-2018-750-w-80-platinum-certified-fully-modular-sfx-power-supply-cp-9020186-na,3,0,Black,2,80+ Platinum,No,,100 mm,Corsair,Full,0,0,4,0,0,CP-9020186-NA; CP-9020186-EU; CP-9020186-UK; CP-9020186-AU,8,SFX,750 W,,SF750 (2018)
,https://pcpartpicker.com/product/9KGbt6/corsair-rm850-850-w-80-gold-certified-fully-modular-atx-power-supply-cp-9020232-na,4,0,White / Black,3,80+ Gold,No,,160 mm,Corsair,Full,0,0,4,0,0,CP-9020232-NA; CP-9020232-UK; CP-9020232-AU,14,ATX,850 W,,RM850
,https://pcpartpicker.com/product/KqbTwP/evga-supernova-850-g6-850-w-80-gold-certified-fully-modular-atx-power-supply-220-g6-0850-x1,4,0,Black,2,80+ Gold,No,,140 mm,EVGA,Full,0,0,6,0,0,220-G6-0850-X1,9,ATX,850 W,,SuperNOVA 850 G6
,https://pcpartpicker.com/product/rBs8TW/silverstone-sx500-g-500-w-80-gold-certified-fully-modular-sfx-power-supply-sst-sx500-g,3,0,Black,1,80+ Gold,No,,100 mm,Silverstone,Full,0,0,2,0,0,SST-SX500-G,6,SFX,500 W,,SX500-G
,https://pcpartpicker.com/product/sMM323/evga-supernova-550-g3-550-w-80-gold-certified-fully-modular-atx-power-supply-220-g3-0550,4,0,,1,80+ Gold,No,,150 mm,EVGA,Full,0,0,3,0,0,220-G3-0550; 220-G3-0550-Y1; 220-G3-0550-Y2; 220-G3-0550-Y3,6,ATX,550 W,,SuperNOVA 550 G3
,https://pcpartpicker.com/product/4ZRwrH/corsair-rm850e-2023-850-w-80-gold-certified-fully-modular-atx-power-supply-cp-9020263-na,4,0,Black,2,80+ Gold,No,,140 mm,Corsair,Full,0,1,3,0,0,CP-9020263-NA; CP-9020263-EU; CP-9020263-UK; CP-9020263-AU,7,ATX,850 W,,RM850e (2023)
,https://pcpartpicker.com/product/PxBrxr/seasonic-prime-titanium-1000w-80-titanium-certified-fully-modular-atx-power-supply-ssr-1000td,5,0,,2,80+ Titanium,No,,170 mm,SeaSonic,Full,0,0,8,0,0,SSR-1000TD,14,ATX,1000 W,,"+3.3V@25A, +5V@25A, +12V@83A, -12V@0.5A, +5VSB@3A"
,https://pcpartpicker.com/product/fxGhP6/corsair-rm1000e-2023-1000-w-80-gold-certified-fully-modular-atx-power-supply-cp-9020264-na,4,0,Black,2,80+ Gold,No,,140 mm,Corsair,Full,0,1,6,0,0,CP-9020264-NA; CP-9020264-AU; CP-9020264-UK; CP-9020264-EU,7,ATX,1000 W,,RM1000e (2023)
,https://pcpartpicker.com/product/9KGbt6/corsair-rm850-850-w-80-gold-certified-fully-modular-atx-power-supply-cp-9020232-na,4,0,White / Black,3,80+ Gold,No,,160 mm,Corsair,Full,0,0,4,0,0,CP-9020232-NA; CP-9020232-UK; CP-9020232-AU,14,ATX,850 W,,RM850
,https://pcpartpicker.com/product/MDCZxr/asrock-phantom-gaming-pg-1000g-1000-w-80-gold-certified-fully-modular-atx-power-supply-pg-1000g,3,0,Black,2,80+ Gold,No,,150 mm,ASRock,Full,0,1,5,0,0,PG-1000G,9,ATX,1000 W,,Phantom Gaming PG-1000G
,https://pcpartpicker.com/product/XCjG3C/evga-500-w1-500-w-80-certified-atx-power-supply-100-w1-0500-kr,3,0,,1,80+,No,,139 mm,EVGA,No,0,0,2,0,0,100-W1-0500-KR; 100-W1-0500-K2; 100-W1-0500-K3,6,ATX,500 W,,500 W1
,https://pcpartpicker.com/product/6Y66Mp/corsair-rm750-2019-750-w-80-gold-certified-fully-modular-atx-power-supply-cp-9020195-na,4,0,Black,2,80+ Gold,No,,160 mm,Corsair,Full,0,0,6,0,0,CP-9020195-NA; CP-9020195-UK; CP-9020195-AU; CP-9020195-WW; CP-9020195-EU,10,ATX,750 W,,RM750 (2019)
,https://pcpartpicker.com/product/rGFmP6/corsair-rm1200x-shift-1200-w-80-gold-certified-fully-modular-side-interface-atx-power-supply-cp-9020276-na,8,0,White,2,80+ Gold,No,,160 mm,Corsair,Full / Side,0,1,8,0,0,CP-9020276-NA; CP-9020276-UK; CP-9020276-AU; CP-9020276-EU,16,ATX,1200 W,,RM1200x SHIFT
,No Link,,,,,,,,,,,,,,,,,,,,
,https://pcpartpicker.com/product/6NcG3C/corsair-rm750x-2021-750-w-80-gold-certified-fully-modular-atx-power-supply-cp-9020199-na,4,0,Black,2,80+ Gold,No,,160 mm,Corsair,Full,0,0,4,0,0,CP-9020199-NA; CP-9020199-UK; CP-9020199-EU; CP-9020199-AU,10,ATX,750 W,,RM750x (2021)
,https://pcpartpicker.com/product/9KGbt6/corsair-rm850-850-w-80-gold-certified-fully-modular-atx-power-supply-cp-9020232-na,4,0,White / Black,3,80+ Gold,No,,160 mm,Corsair,Full,0,0,4,0,0,CP-9020232-NA; CP-9020232-UK; CP-9020232-AU,14,ATX,850 W,,RM850
,https://pcpartpicker.com/product/GMbRsY/corsair-sf1000l-1000-w-80-gold-certified-fully-modular-sfx-power-supply-cp-9020246-na,3,0,Black,2,80+ Gold,No,,130 mm,Corsair,Full,0,1,5,0,0,CP-9020246-NA; CP-9020246-WW; CP-9020246-AU; CP-9020246-UK; CP-9020246-EU,8,SFX,1000 W,,SF1000L
,https://pcpartpicker.com/product/jfHp99/corsair-rm750e-2025-750-w-fully-modular-atx-power-supply-cp-9020295-na,2,0,Black,2,,No,,140 mm,Corsair,Full,0,1,3,0,0,CP-9020295-NA; CP-9020295-EU; CP-9020295-UK; CP-9020295-AU,6,ATX,750 W,,RM750e (2025)
,https://pcpartpicker.com/product/26rRsY/corsair-rm850x-2021-850-w-80-gold-certified-fully-modular-atx-power-supply-cp-9020200-na,4,0,Black,3,80+ Gold,No,,160 mm,Corsair,Full,0,0,4,0,0,CP-9020200-NA; CP-9020200-UK; CP-9020200-EU; CP-9020200-AU,14,ATX,850 W,,RM850x (2021)
,https://pcpartpicker.com/product/kDvD4D/corsair-rm1000x-shift-1000-w-80-gold-certified-fully-modular-side-interface-atx-power-supply-cp-9020275-na,8,0,White,2,80+ Gold,No,,160 mm,Corsair,Full / Side,0,1,7,0,0,CP-9020275-NA; CP-9020275-UK; CP-9020275-AU; CP-9020275-EU,16,ATX,1000 W,,RM1000x SHIFT
,https://pcpartpicker.com/product/26rRsY/corsair-rm850x-2021-850-w-80-gold-certified-fully-modular-atx-power-supply-cp-9020200-na,4,0,Black,3,80+ Gold,No,,160 mm,Corsair,Full,0,0,4,0,0,CP-9020200-NA; CP-9020200-UK; CP-9020200-EU; CP-9020200-AU,14,ATX,850 W,,RM850x (2021)
,https://pcpartpicker.com/product/Xsn8TW/evga-supernova-650-ga-650-w-80-gold-certified-fully-modular-atx-power-supply-220-ga-0650-x1,4,0,Black,1,80+ Gold,No,,150 mm,EVGA,Full,0,0,6,0,0,220-GA-0650-X1,9,ATX,650 W,,SuperNOVA 650 GA
,https://pcpartpicker.com/product/3Hwkcf/corsair-cx550f-550-w-80-bronze-certified-fully-modular-atx-power-supply-cp-9020216-na,4,0,Black,1,80+ Bronze,No,,140 mm,Corsair,Full,0,0,2,0,0,CP-9020216-NA,7,ATX,550 W,,CX550F
,https://pcpartpicker.com/product/Q36qqs/cooler-master-v850-sfx-gold-850-w-80-gold-certified-fully-modular-sfx-power-supply-mpy-8501-sfhagv-us,4,0,Black,2,80+ Gold,No,,100 mm,Cooler Master,Full,0,0,4,0,0,MPY-8501-SFHAGV-US; MPY-8501-SFHAGV-UK; MPY-8501-SFHAGV-EU; MPY-8501-SFHAGV-AU; MPY-8501-SFHAGV-IN,8,SFX,850 W,,V850 SFX GOLD
,https://pcpartpicker.com/product/YRJp99/corsair-rm750e-2023-750-w-80-gold-certified-fully-modular-atx-power-supply-cp-9020262-na,4,0,Black,2,80+ Gold,No,,140 mm,Corsair,Full,0,1,3,0,0,CP-9020262-NA; CP-9020262-UK; CP-9020262-EU; CP-9020262-AU,7,ATX,750 W,,RM750e (2023)
,https://pcpartpicker.com/product/ZsTZxr/corsair-sf850-2024-850-w-80-platinum-certified-fully-modular-sfx-power-supply-cp-9020256,3,0,Black,2,80+ Platinum,No,,100 mm,Corsair,Full,0,1,3,0,0,CP-9020256; CP-9020256-NA; CP-9020256-AU; CP-9020256-UK; CP-9020256-EU,8,SFX,850 W,,SF850 (2024)
,https://pcpartpicker.com/product/Vq38TW/corsair-rm1000x-1000-w-80-gold-certified-fully-modular-atx-power-supply-cp-9020094-na,12,0,,2,80+ Gold,No,,180 mm,Corsair,Full,0,0,8,0,0,CP-9020094-NA; rm1000x; CP-9020094-UK,11,ATX,1000 W,,RM1000x
,https://pcpartpicker.com/product/nJrmP6/corsair-sf750-2018-750-w-80-platinum-certified-fully-modular-sfx-power-supply-cp-9020186-na,3,0,Black,2,80+ Platinum,No,,100 mm,Corsair,Full,0,0,4,0,0,CP-9020186-NA; CP-9020186-EU; CP-9020186-UK; CP-9020186-AU,8,SFX,750 W,,SF750 (2018)
,https://pcpartpicker.com/product/FPYmP6/corsair-rm850-850-w-80-gold-certified-fully-modular-atx-power-supply-cp-9020235-na,4,0,Black,3,80+ Gold,No,,160 mm,Corsair,Full,0,0,4,0,0,CP-9020235-NA; CP-9020235-UK; CP-9020235-AU,14,ATX,850 W,,RM850
,No Link,,,,,,,,,,,,,,,,,,,,
,https://pcpartpicker.com/product/zKTp99/evga-supernova-1600-p-1600-w-80-platinum-certified-fully-modular-atx-power-supply-220-pp-1600-x1,8,0,Black,2,80+ Platinum,No,,200 mm,EVGA,Full,0,0,14,0,0,220-PP-1600-X1,14,ATX,1600 W,,SuperNOVA 1600 P+
,https://pcpartpicker.com/product/f7L7YJ/corsair-hx1200-platinum-1200-w-80-platinum-certified-fully-modular-atx-power-supply-cp-9020140-na,8,0,,2,80+ Platinum,No,,200 mm,Corsair,Full,0,0,8,0,0,CP-9020140-NA; CP-9020140-WW; CP-9020140-UK; CP-9020140-EU; CP-9020140-AU; CP-9020140-CN; CP-9020140-JP; CP-9020140-KR,16,ATX,1200 W,,HX1200 Platinum,"+3.3V@30A, +5V@30A, +12V@100A, -12V@0.8A, +5HXB@3.5A"
